Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Yacine Benjelloun,https://openalex.org/A4335627524,Institut de physique du globe de Paris,Paris,,France,48.8473,2.3568,https://openalex.org/A4359469593|https://openalex.org/A2277003250|https://openalex.org/A2071289138|https://openalex.org/A4352590699,aqueducts && water,4,Mediterranean climate|Period (music)|Carbonate|Acoustics|Aqueduct|Geography|Vegetation (pathology)|Physics|Archaeology|Medicine|Geology|Karst|Sedimentary rock|Cave|Materials science|Geochemistry|Paleontology|Physical geography|Metallurgy|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4335627524"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,2019,1,FR,ad381e6084f9b877004d7b45216e54eb2533e1531dbacff414291b3bbbe0dae9
Yan Da-kao,https://openalex.org/A2670871399,North China University of Water Resources and Electric Power,Zhengzhou,,China,34.810562,113.67515,,aqueducts && water,0,Operating system|Scheme (mathematics)|Cartography|Aqueduct|Archaeology|Engineering|Process (computing)|Scale (ratio)|Water resource management|Computer science|Mathematical analysis|Geography|Civil engineering|Environmental science|History|Mathematics|Water transfer,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2670871399"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2011,1,CN,
Yan Ruilan,https://openalex.org/A4346538033,Unknown,,,,,,,aqueducts && water,0,Water diversion|Geology|Aqueduct|Hydraulic engineering|Engineering|Geography|Thermodynamics|Water resource management|Hydraulic structure|Physics|Geotechnical engineering|Civil engineering|Foundation (evidence)|Environmental science|Archaeology|Water transfer,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4346538033"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,1998,1,un,
Yan Xing,https://openalex.org/A4353124821,Nanjing University of Aeronautics and Astronautics,Nanjing,,China,32.036007,118.813805,https://openalex.org/A4353787914|https://openalex.org/A4357115859|https://openalex.org/A4356661938,aqueducts && water,3,Response analysis|Probability distribution|Geology|Aqueduct|Power (physics)|Engineering|Reliability (semiconductor)|Geography|Structural engineering|Scale (ratio)|Probability density function|Physics|Geotechnical engineering|Slosh dynamics|Quantum mechanics|Archaeology|Statistics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353124821"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2012,1,CN,5be5d53e5cf79c0019d959410ddc0ab6f8d4cccc78003711b5fdce244f7dab26
Yang Ting,https://openalex.org/A2251554249,Tianjin University,Tianjin,,China,39.111362,117.17482,https://openalex.org/A4336334107|https://openalex.org/A4353624429|https://openalex.org/A2743163850|https://openalex.org/A4358533046,aqueducts && water,4,Marketing|Nuclear power|Nuclear physics|Service (business)|Physics|Business|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2251554249"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.2702702702702703,7,2017,1,CN,ba664b7c428de1f72193acfd635b30d09f476ef3119163d21b2a6639b91f862b
Yang Wang,https://openalex.org/A4356314512,Chinese Academy of Sciences,Beijing,Beijing,China,39.908115,116.250656,https://openalex.org/A4357939080|https://openalex.org/A2182522258|https://openalex.org/A4333007408,aqueducts && water,3,Philosophy|Materials science|Stress (linguistics)|Geology|Aqueduct|Precast concrete|Archaeology|Engineering|Structural engineering|Linguistics|Ultimate tensile strength|Geotechnical engineering|Finite element method|History|Composite material,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356314512"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,6,2010,1,CN,5b064e92bcc28408ca42b3ef096e1bf5000ea3b0c366e3b41d401d8d23ae6b44
Yanlei Wang,https://openalex.org/A2756849709,Institute of Process Engineering,Beijing,,China,39.9888,116.327065,https://openalex.org/A2910489444|https://openalex.org/A4351141444,aqueducts && water,2,Artificial intelligence|Gaussian|Computer science|Machine learning|Physics|Image (mathematics)|Random forest|Chemistry|Algorithm|Gene|Statistics|Noise reduction|Data mining|Principal component analysis|Noise (video)|Biochemistry|Statistical classification|Pattern recognition (psychology)|Robust principal component analysis|Random walk|Quantum mechanics|Mathematics|Robustness (evolution),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2756849709"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",7.86734693877551,37,2019,1,CN,6a765e0d5c8471a6c12aa594504c3de1ff0c92a86b5eb2ca790a5abd0105b6b7
Yannis Christodoulakos,https://openalex.org/A4334876445,Unknown,,,,,,https://openalex.org/A4358957438|https://openalex.org/A4357992748|https://openalex.org/A4342273792,aqueducts && water,3,Geology|Aqueduct|Environmental engineering|Water supply|Engineering|Groundwater|Geography|Water resource management|Geotechnical engineering|Environmental science|Aquifer|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4334876445"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2013,1,un,dd55781ab1ac5b9f207ca59a6840c2700e150be10787bca4482b02a3a08730e0
Yiannis Ventikos,https://openalex.org/A4334989170,University College London,London,,United Kingdom,51.52447,-0.1339817,https://openalex.org/A4338153442|https://openalex.org/A4355964079,aqueducts && water,2,Porosity|Computer science|Fluid pressure|Physics|Porous medium|Medicine|Internal medicine|Geology|Intracranial pressure|Hydrocephalus|Cerebral blood flow|Dementia|Normal pressure hydrocephalus|Poromechanics|Cerebrospinal fluid|Cerebrospinal fluid pressure|Disease|Mechanics|Surgery|Geotechnical engineering|Cardiology|Intensive care medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4334989170"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",3.2,23,2010,1,GB,ea3b9378a3e98202396c07d71fbe4ad9e02e79c032966aaa43a03c7807189f78
Ying Chen,https://openalex.org/A4354273341,Deakin University,Burwood,Victoria,Australia,-37.849358,145.11272,https://openalex.org/A4359524448|https://openalex.org/A4356628958|https://openalex.org/A4359479059,aqueducts && water,3,Pier|Fluid–structure interaction|Acoustics|Geology|Aqueduct|Archaeology|Engineering|Structural engineering|Vibration|Physics|Nonlinear system|Geotechnical engineering|Finite element method|Quantum mechanics|History|Transverse plane,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354273341"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.7850622406639,162,2017,1,AU,015c04b442c6234f914e2986b403c1c57e78ef80eeb3f312cc5045f0a5bc29dc
Yixing Zhou,https://openalex.org/A4332486220,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.905163,-79.04694,https://openalex.org/A2114498965|https://openalex.org/A4336052188|https://openalex.org/A2617756261,aqueducts && water,3,Macroeconomics|Groundwater|Geography|Natural resource economics|Biology|Archaeology|Agriculture|Water conservation|Karst|Agricultural productivity|Waterlogging (archaeology)|Sinkhole|Farm water|Production (economics)|Water scarcity|Water resources|Water resource management|Cropping|Engineering|Wetland|Geotechnical engineering|Ecology|Environmental science|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4332486220"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.8,22,2001,1,US,68502c80e4e5cb564d1ff7712b598f330959fbbb75667f40da3ffa55d95e2112
Yolanda Barrientos,https://openalex.org/A2116370296,Libertador Experimental Pedagogical University,Caracas,,Venezuela,10.444427,-66.84483,https://openalex.org/A4355075653|https://openalex.org/A2122987226|https://openalex.org/A2138073108|https://openalex.org/A4353880555|https://openalex.org/A2264745437,aqueducts && water,5,Chemistry|Art|Philosophy|Humanities|Environmental engineering|Water supply|Environmental chemistry|Geography|Water resource management|Biology|Ecology|Water quality|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2116370296"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2005|2014,2,VE,3945b2794a1f2c5feb33cd4f99286ed31e5203cd705388fb5cfeb9227ed94218
Yolanda Guevara,https://openalex.org/A2006355618,Instituto de Fisiología Vegetal,Buenos Aires,,Argentina,-34.911495,-57.930786,https://openalex.org/A2129203531,aqueducts && water,1,Control engineering|Mechanics|Artificial intelligence|Gas compressor|Overshoot (microwave communication)|Step response|Bandwidth throttling|Engineering|Control theory (sociology)|Thermodynamics|Settling time|Electrical engineering|Computer science|Physics|Control (management)|Flow (mathematics)|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2006355618"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1989,1,AR,117722d4f67f3b4b974af3565eb7dcbde5af463514aaac9f01868c7e0cadb900
Yong Wan,https://openalex.org/A4353787914,Emory University,Atlanta,Georgia,United States,33.792786,-84.32401,https://openalex.org/A4357115859|https://openalex.org/A4356661938|https://openalex.org/A4353124821,aqueducts && water,3,Response analysis|Probability distribution|Geology|Aqueduct|Power (physics)|Engineering|Reliability (semiconductor)|Geography|Structural engineering|Scale (ratio)|Probability density function|Physics|Geotechnical engineering|Slosh dynamics|Quantum mechanics|Archaeology|Statistics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353787914"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.856115107913669,52,2012,1,US,d60b046ec7995aac523895c5353efa92cd27b2b4f191a781843ac27a2412e7d3
Yongqing Gong,https://openalex.org/A4337184465,Nanchang Institute of Aeronautical Technology,,,,,,https://openalex.org/A2104734878|https://openalex.org/A4355209482,aqueducts && water,2,Operating system|Geology|Engineering|Structural engineering|Computer science|Section (typography)|Slosh dynamics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337184465"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",12,2,2011,1,un,3d97b3dcf19e7da51bb4f5ba1bd9d4cffe8caa98339873ce48be3f2aa3945c4d
Ysley Perdomo,https://openalex.org/A2122987226,Libertador Experimental Pedagogical University,Caracas,,Venezuela,10.444427,-66.84483,https://openalex.org/A4355075653|https://openalex.org/A2116370296|https://openalex.org/A2138073108|https://openalex.org/A4353880555|https://openalex.org/A2264745437,aqueducts && water,5,Chemistry|Art|Philosophy|Humanities|Environmental engineering|Water supply|Environmental chemistry|Geography|Water resource management|Biology|Ecology|Water quality|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2122987226"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2005|2014,2,VE,825a77ff156f15b3cbb50fdd8e43c62cb7f25ab1702db058eb2fc632ee00e87b
Yu Shitao,https://openalex.org/A4347691868,Qingdao University of Science and Technology,Qingdao,,China,36.119,120.479,,aqueducts && water,0,Polypropylene|Materials science|Shrinkage|Durability|Ultimate tensile strength|Compressive strength|Composite material|Cracking,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347691868"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2007,1,CN,
Yuchun Li,https://openalex.org/A4355209482,Shandong University,Jinan,Shandong,China,36.67361,117.05389,https://openalex.org/A4337184465|https://openalex.org/A2104734878,aqueducts && water,2,Operating system|Geology|Engineering|Structural engineering|Computer science|Section (typography)|Slosh dynamics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355209482"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.693548387096774,18,2011,1,CN,3505fc6fc58799d41a3158d674878d53a6ef6d655b8466330c14fca2b26e1bbe
Yulieth Maritza Salazar Aladino,https://openalex.org/A2528671810,Unknown,,,,,,https://openalex.org/A4348393634,aqueducts && water,1,Welfare economics|Cartography|Aqueduct|Archaeology|Engineering|Political science|Geography|Biology|Ecology|Sustainability|Law|Economics|Christian ministry,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2528671810"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2009,1,un,4afaf06cec429fedc7d6499603e211478dbee79dadf3a48c9434fa20a7d8217b
Yuming Ma,https://openalex.org/A2910489444,Henan Agricultural University,Zhengzhou,,China,34.86693,113.65797,https://openalex.org/A2756849709|https://openalex.org/A4351141444,aqueducts && water,2,Artificial intelligence|Gaussian|Computer science|Machine learning|Physics|Image (mathematics)|Random forest|Chemistry|Algorithm|Gene|Statistics|Noise reduction|Data mining|Principal component analysis|Noise (video)|Biochemistry|Statistical classification|Pattern recognition (psychology)|Robust principal component analysis|Random walk|Quantum mechanics|Mathematics|Robustness (evolution),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2910489444"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.375,11,2019,1,CN,112d25fae11dc7d4221a891583882d679b64caf2265ccbe99ab9245580f5e775
Yung-Tse Hung,https://openalex.org/A1998974424,Cleveland State University,Cleveland,Ohio,United States,41.50437,-81.67456,https://openalex.org/A2141860955|https://openalex.org/A4274421356|https://openalex.org/A2131462038,aqueducts && water,3,Sedimentation|Sediment|Geology|Geomorphology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1998974424"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.603448275862069,27,2005,1,US,0a6ec422f5d81fc4d661d35e6ae619b0526a22bdbcfad3634d09026cc4afb7f2
Yunkai Li,https://openalex.org/A4356628958,Nanjing Forestry University,Nanjing,,China,32.08205,118.81269,https://openalex.org/A4359524448|https://openalex.org/A4354273341|https://openalex.org/A4359479059,aqueducts && water,3,Pier|Fluid–structure interaction|Acoustics|Geology|Aqueduct|Archaeology|Engineering|Structural engineering|Vibration|Physics|Nonlinear system|Geotechnical engineering|Finite element method|Quantum mechanics|History|Transverse plane,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356628958"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",9.857142857142858,30,2017,1,CN,f58e5c7660df5b974fd73eb9aeb2a2065387619cec7f3aa45e0815cb00c9394f
