Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Keywords#multi#sortquan,OA concepts#multi#sortquan,Publications#hidden,Publication Dates#multi#sortquan,#img,#netvis,nerPerson#multi,nerPopulation Group#multi,nerFacility#multi,nerOrganization#multi,nerAdministrative Area#multi,nerLocation#multi,nerProduct#multi,nerEvent#multi,nerWork of Art#multi,nerLegal Document#multi,nerLanguage#multi,nerDate#multi
John Bromley,https://openalex.org/A2247421115,University of Oxford,Oxford,Oxfordshire,United Kingdom,51.753437,-1.2540097,https://openalex.org/A2185241727|https://openalex.org/A1985732692|https://openalex.org/A2184389145,aquifer|transboundary,,Geology|Biology|Business|Groundwater recharge|Finance|Environmental science|Wetland|Population|Paleontology|Demography|Water table|Groundwater|Geotechnical engineering|Structural basin|Water resource management|Sociology|Beneficiary|Ecology|Hydrology (agriculture)|Aquifer|Irrigation|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2247421115"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2007,US,bb037c29244316c055d96f25d1c6ebd949d05dd73b20da31d90468ff48b751ef,,,,Oxford,,,,,,,,
John E. Moerlins,https://openalex.org/A2492422015,Unknown,,,,,,https://openalex.org/A2339785480|https://openalex.org/A2498333256|https://openalex.org/A2052749037,aquifer|transboundary,,Geology|Water quality|Biology|Interbasin transfer|Physical geography|Environmental science|Paleontology|Cartography|Geotechnical engineering|Water resources|Structural basin|Water resource management|Central asia|Environmental protection|Drainage basin|Ecology|Integrated water resources management|Hydrology (agriculture)|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2492422015"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2008,US,38d3798444bfd9c681cd4eab84fbfeb66a18244910007eb97e96545bbe504efb,,,,,,,,,,,,
John H. Williams,https://openalex.org/A2171282105,United States Geological Survey,Reston,Virginia,United States,38.94762,-77.36789,https://openalex.org/A1861183884|https://openalex.org/A2248440905|https://openalex.org/A2178137810|https://openalex.org/A2688986407,aquifer|transboundary,,Horticulture|Precambrian|Hydrogeology|Bedrock|Bedding|Groundwater|Geology|Geotechnical engineering|Metamorphic rock|Geochemistry|Aquifer|Biology|Geomorphology|Gneiss,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2171282105"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010,US,a70f208925e5d7b57c91539b0c8f635d25b284038e92ee05e883b91de29f6246,,,,Reston,,,,,,,,
John Joyce,https://openalex.org/A2802241170,Unknown,,,,,,https://openalex.org/A2799668421|https://openalex.org/A2279227067|https://openalex.org/A2660006401|https://openalex.org/A2802030845,aquifer|transboundary,,Corporate governance|Geology|Resource (disambiguation)|Biology|Task (project management)|Business|Environmental planning|Finance|Environmental science|Computer science|Population|Demography|Groundwater|Geotechnical engineering|Computer network|Water resources|Water resource management|Sociology|Environmental resource management|Management|Natural resource economics|Economics|Ecology|Aquifer|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2802241170"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2015,US,3fb27f18b2a22c7e71d57941bf848f598c686e08234b0d771f7f74416ef3e87c,,,,,,,,,,,,
Jonas Mazeika,https://openalex.org/A2708297768,Unknown,,,,,,https://openalex.org/A2690893729,aquifer|transboundary,,Water balance|Cartography|Drainage basin|Hydrology (agriculture)|Groundwater|Geology|Geotechnical engineering|Surface water|Environmental engineering|Aquifer|Environmental science|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2708297768"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2005,US,,,,,,,,,,,,,
Jonas SjÃ¶blom,https://openalex.org/A2021505461,Chalmers University of Technology,Gothenburg,,Sweden,57.68833,11.976667,https://openalex.org/A2144426466|https://openalex.org/A2159010992|https://openalex.org/A133778760|https://openalex.org/A2087615041|https://openalex.org/A1894392188,aquifer|transboundary,,Water Framework Directive|Geology|Water quality|Biology|Electrical engineering|Oceanography|Carbon capture and storage (timeline)|Environmental planning|Environmental science|Computer science|Climate change|Programming language|Port (circuit theory)|Directive|Environmental resource management|Environmental protection|Mechanical engineering|Work (physics)|Ecology|Engineering,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2021505461"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2011,US,df6d8b0523e0a66fc7b5e98d7ab4f4e844941d6078b1fbe9328ffe80b75564bd,,,,,Gothenburg,,,,,,,
Jonathan Lautze,https://openalex.org/A835031198,International Water Management Institute,Pretoria,,South Africa,-25.75451,28.231192,https://openalex.org/A2242264419|https://openalex.org/A2051687153|https://openalex.org/A1799175297|https://openalex.org/A2567767976|https://openalex.org/A2677475276|https://openalex.org/A2013090291|https://openalex.org/A2982290438|https://openalex.org/A2982288616|https://openalex.org/A2140409158|https://openalex.org/A366478481|https://openalex.org/A3123485246|https://openalex.org/A2982490823|https://openalex.org/A2985214736|https://openalex.org/A2801781684|https://openalex.org/A2651357653,aquifer|transboundary,,Resilience (materials science)|Joint (building)|Geology|Plan (archaeology)|Physics|Oceanography|Action (physics)|Civil engineering|Action plan|Environmental planning|Business|Archaeology|Baseline (sea)|Environmental science|Thermodynamics|Groundwater|Geotechnical engineering|Water resource management|Environmental resource management|Hydrogeology|Management|Quantum mechanics|Economics|Engineering|Aquifer|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A835031198"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017|2020,US,ea34f8ce348f3bfb94c1e74a537359caa2374148f09baffdd7c18492afa4f82d,,,,,Pretoria,,,,,,,
Jonathan Vouillamoz,https://openalex.org/A2166786864,Institut Suisse de SpÃ©lÃ©ologie et de Karstologie,La Chaux-de-Fonds,,Switzerland,47.099705,6.823144,https://openalex.org/A2021648950|https://openalex.org/A1909241499|https://openalex.org/A3174749910|https://openalex.org/A1771869690|https://openalex.org/A2084003773|https://openalex.org/A2105955737|https://openalex.org/A1847773878|https://openalex.org/A2214409175,aquifer,,Spring (device)|Karst|Geology|Biology|Groundwater recharge|Geochemistry|Drainage|Paleontology|Cartography|Groundwater|Geotechnical engineering|Mechanical engineering|Hydrogeology|Drainage basin|Ecology|Engineering|Hydrology (agriculture)|Massif|Aquifer|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2166786864"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2015,US,11edaeeff2023a34a2e65868080d680de497426d97c055badeffadb96ce2d842,La Chaux-De-Fonds,,,,,,,,,,,
Joonas PÃ¤rn,https://openalex.org/A2554037975,Geological Survey of Estonia,Tallinn,,Estonia,59.40241,24.649397,https://openalex.org/A2991266961|https://openalex.org/A3187022822|https://openalex.org/A2504317977|https://openalex.org/A3183471267|https://openalex.org/A2556230264|https://openalex.org/A3186672234|https://openalex.org/A3009893940|https://openalex.org/A2781908893|https://openalex.org/A2494634841,aquifer|transboundary,,Spring (device)|Karst|Geology|Biology|Environmental science|Geomorphology|Paleontology|Cartography|Groundwater|Terrestrial ecosystem|Geotechnical engineering|Structural basin|Mechanical engineering|Hydrogeology|Drainage basin|Ecology|Engineering|Hydrology (agriculture)|Aquifer|Ecosystem|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2554037975"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,f43867a063206ae18d005c18948ce0ade6c49869255f7d0c3508640c85206332,,,,,,,,,,,,
Jorge NÃ©stor Santa Cruz,https://openalex.org/A3089910565,University of Buenos Aires,Buenos Aires,,Argentina,-34.599724,-58.373055,,aquifer|transboundary,,Cartography|Humanities|Philosophy|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3089910565"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,,Buenos Aires,,,,,,,,,,,
Jose-Joel Carrillo-Rivera,https://openalex.org/A3035081286,Unknown,,,,,,https://openalex.org/A2632736239|https://openalex.org/A3042434409,aquifer|transboundary,,Environmental resource management|Water scarcity|Groundwater|Environmental planning|Ecology|Engineering|Groundwater flow|Geotechnical engineering|Overexploitation|Aquifer|Biology|Environmental science|Water resources|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3035081286"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,a5e446664ca54a6d933cb59285539ba4e96ffdf6c4f2a11c8eaf66ae2b54bf4a,,,,,,,,,,,,
Josef Guttman,https://openalex.org/A3001110228,National Water Commission,,,,-35.26782,149.12486,https://openalex.org/A2105373428|https://openalex.org/A2069545846|https://openalex.org/A2064500155|https://openalex.org/A831002957|https://openalex.org/A2664017913|https://openalex.org/A2026476501|https://openalex.org/A2723412148|https://openalex.org/A2139854681,aquifer|transboundary,,Structural basin|Natural (archaeology)|Paleontology|Cartography|Hydrogeology|Drainage basin|Water table|Groundwater|Geology|Tributary|Groundwater flow|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Geomorphology|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3001110228"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,64b79a80b6c4a17d846282d600f08d1e5d4d363bf3ce92cb0ee4f44364ae98f0,,,,,,,,,,,,
Joseline Tapia,https://openalex.org/A2765481812,Catholic University of the North,Antofagasta,,Chile,-23.681,-70.41,https://openalex.org/A2171934957|https://openalex.org/A2526505017|https://openalex.org/A2705603161|https://openalex.org/A2795574050|https://openalex.org/A2814641798|https://openalex.org/A2104182281|https://openalex.org/A2439970208|https://openalex.org/A2190248547|https://openalex.org/A2990966371|https://openalex.org/A1895111053,aquifer|transboundary,,Chemistry|Geology|Linguistics|Geophysics|Latin Americans|Earth science|Geothermal gradient|Geochemistry|Volcano|Environmental science|Arsenic|Groundwater|Geothermal energy|Arsenic contamination of groundwater|Geotechnical engineering|Organic chemistry|Environmental protection|Aquifer|Philosophy|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2765481812"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,e284c083cb20b9205ee07cbe7cef3106e55beae8966c4e7a30895fbcacd39354,,,,,,,,,,,,
Joseph Franciscus Schyns,https://openalex.org/A2737965537,University of Twente,Enschede,Overijssel,Netherlands,52.242737,6.853264,https://openalex.org/A2066937108|https://openalex.org/A2671823672|https://openalex.org/A2016768421|https://openalex.org/A2250779913,aquifer,,Microeconomics|Scarcity|Dependency (UML)|Nexus (standard)|Biology|Sustainability|Business|Environmental planning|Genetics|Environmental science|Virtual water|Water use|Groundwater|Membrane|Geotechnical engineering|Embedded system|Water resources|Water resource management|Water scarcity|Water-energy nexus|Natural resource economics|Systems engineering|Economics|Ecology|Engineering|Desalination|Aquifer,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2737965537"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2015,US,4a4036efa6fed2a06b88107bcca0bf0782d6db60ab31640469c98fa545ce308a,,,,,,,,,,,,
Joseph Guttman,https://openalex.org/A2122829639,Mekorot,Tel Aviv,,Israel,32.067104,34.78177,https://openalex.org/A2597925710|https://openalex.org/A2069545846|https://openalex.org/A2139854681,aquifer|transboundary,,Oceanography|Paleontology|Seawater|Aquifer|Hydrology (agriculture)|Groundwater|Geochemistry|Geology|Groundwater flow|Geotechnical engineering|Rift valley|Salinity|Surface water|Environmental engineering|Evaporite|Environmental science|Sedimentary rock,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2122829639"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2009,US,1f0aa17429a60ff6626599c88935706154dcb882eba9d51370cb41bc2e220238,,,,,Tel Aviv,,,,,,,
Joseph Regalia,https://openalex.org/A2528222224,"University of Nevada, Las Vegas",Las Vegas,Nevada,United States,36.10779,-115.14376,https://openalex.org/A2171640991,aquifer|transboundary,,Memphis|Clean Water Act|Botany|Law|Apportionment|Groundwater|Damages|Complaint|Ecology|Doctrine|Engineering|Geotechnical engineering|Supreme court|Water quality|Biology|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2528222224"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016,US,82f67eb2f6b98f5df95c4a0af77b06de78cf47a611728689a69862483cfdb4ab,,,,,Las Vegas,,,,,,,
Josephine Tucker,https://openalex.org/A2153971836,Overseas Development Institute,London,England,United Kingdom,51.50467,-0.104279,https://openalex.org/A2641642961|https://openalex.org/A1852093431|https://openalex.org/A2021166858|https://openalex.org/A2015194310|https://openalex.org/A2164374516|https://openalex.org/A2042553676|https://openalex.org/A2600120998|https://openalex.org/A2559231800|https://openalex.org/A3217803780|https://openalex.org/A2936588074|https://openalex.org/A2162899017|https://openalex.org/A2132123031|https://openalex.org/A3102668311|https://openalex.org/A1838886343|https://openalex.org/A2516597822|https://openalex.org/A2091357303|https://openalex.org/A2621502830|https://openalex.org/A2550607805|https://openalex.org/A2153391992|https://openalex.org/A2772969714,aquifer|transboundary,,Structural basin|In situ|Hydrogeology|Indus|Aquifer properties|Groundwater|Meteorology|Geology|Geotechnical engineering|Groundwater recharge|Hydrology (agriculture)|Aquifer|Alluvium|Environmental science|Geomorphology|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2153971836"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2017,US,af66cf6f3fe6afdd8582deafe833b5482bc5f42fd90cd3e207f4b742f7d21a6a,,,,,London,,,,,,,
Joshua Bleser,https://openalex.org/A2041928756,Unknown,,,,,,https://openalex.org/A2149744242|https://openalex.org/A2717000568|https://openalex.org/A2430783364|https://openalex.org/A1990619246|https://openalex.org/A2120368637|https://openalex.org/A2127103666|https://openalex.org/A1587394105|https://openalex.org/A1989649235|https://openalex.org/A2095920650|https://openalex.org/A2158973253,aquifer|transboundary,,Conceptual model|Environmental resource management|Database|Groundwater resources|Groundwater|Environmental planning|Geology|Resource (disambiguation)|Geotechnical engineering|Hydrology (agriculture)|Computer network|Aquifer|Environmental science|Computer science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2041928756"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016,US,beb64e2cf5ff8a85640a871056cd35ecc6cb878fa10c8673c1a2ddff9071c5fa,,,,,,,,,,,,
Josiah McC. Heyman,https://openalex.org/A2103435951,The University of Texas at El Paso,El Paso,Texas,United States,31.77,-106.505,https://openalex.org/A3186483436|https://openalex.org/A2156472453|https://openalex.org/A2461271107|https://openalex.org/A2711291201|https://openalex.org/A3186634834|https://openalex.org/A2737392571|https://openalex.org/A2588355445,aquifer|transboundary,,Geology|Resource (disambiguation)|Physics|Action (physics)|Environmental planning|Groundwater recharge|Psychiatry|Environmental science|Negotiation|Computer science|Psychology|Groundwater|Geotechnical engineering|Computer network|Water resource management|Environmental resource management|Law|Quantum mechanics|Intervention (counseling)|Aquifer|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2103435951"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,38ace783ea7756746e03b4204d8fa182cb0546b863d9120c00644462b64a5cb2,,,,,El Paso,,,,,,,
